"ID";"Titre";"Entité";"Catégorie";"Statut";"Dernière modification";"Date d'ouverture";"Priorité";"Demandeur - Demandeur";"TTR";
"18 651";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 07:21";"30-12-2024 07:21";"Moyenne";"centre-appel@ladom.fr";"";
"18 650";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 07:19";"30-12-2024 07:19";"Moyenne";"centre-appel@ladom.fr";"";
"18 649";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 07:17";"30-12-2024 07:17";"Moyenne";"centre-appel@ladom.fr";"";
"18 648";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 07:17";"30-12-2024 07:17";"Moyenne";"centre-appel@ladom.fr";"";
"18 647";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 07:16";"30-12-2024 07:16";"Moyenne";"centre-appel@ladom.fr";"";
"18 646";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 07:15";"30-12-2024 07:15";"Moyenne";"centre-appel@ladom.fr";"";
"18 645";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 07:14";"30-12-2024 07:14";"Moyenne";"centre-appel@ladom.fr";"";
"18 644";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 07:14";"30-12-2024 07:14";"Moyenne";"centre-appel@ladom.fr";"";
"18 643";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 07:11";"30-12-2024 07:11";"Moyenne";"centre-appel@ladom.fr";"";
"18 642";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 07:10";"30-12-2024 07:10";"Moyenne";"centre-appel@ladom.fr";"";
"18 641";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 07:06";"30-12-2024 07:06";"Moyenne";"centre-appel@ladom.fr";"";
"18 640";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 07:05";"30-12-2024 07:05";"Moyenne";"centre-appel@ladom.fr";"";
"18 639";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 07:04";"30-12-2024 07:04";"Moyenne";"centre-appel@ladom.fr";"";
"18 638";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 07:02";"30-12-2024 07:02";"Moyenne";"centre-appel@ladom.fr";"";
"18 637";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 07:01";"30-12-2024 07:01";"Moyenne";"centre-appel@ladom.fr";"";
"18 636";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:59";"30-12-2024 06:59";"Moyenne";"centre-appel@ladom.fr";"";
"18 635";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:58";"30-12-2024 06:58";"Moyenne";"centre-appel@ladom.fr";"";
"18 634";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:58";"30-12-2024 06:58";"Moyenne";"centre-appel@ladom.fr";"";
"18 633";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:52";"30-12-2024 06:52";"Moyenne";"centre-appel@ladom.fr";"";
"18 632";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:52";"30-12-2024 06:52";"Moyenne";"centre-appel@ladom.fr";"";
"18 631";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:51";"30-12-2024 06:51";"Moyenne";"centre-appel@ladom.fr";"";
"18 630";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:50";"30-12-2024 06:50";"Moyenne";"centre-appel@ladom.fr";"";
"18 629";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:49";"30-12-2024 06:49";"Moyenne";"centre-appel@ladom.fr";"";
"18 628";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:48";"30-12-2024 06:48";"Moyenne";"centre-appel@ladom.fr";"";
"18 627";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:45";"30-12-2024 06:45";"Moyenne";"centre-appel@ladom.fr";"";
"18 626";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:44";"30-12-2024 06:44";"Moyenne";"centre-appel@ladom.fr";"";
"18 625";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:43";"30-12-2024 06:43";"Moyenne";"centre-appel@ladom.fr";"";
"18 624";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:42";"30-12-2024 06:42";"Moyenne";"centre-appel@ladom.fr";"";
"18 623";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:41";"30-12-2024 06:41";"Moyenne";"centre-appel@ladom.fr";"";
"18 622";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:41";"30-12-2024 06:41";"Moyenne";"centre-appel@ladom.fr";"";
"18 621";"[Saint-Denis] - Passeport Mobilité Formation Professionnelle (PMFP)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:41";"30-12-2024 06:41";"Moyenne";"centre-appel@ladom.fr";"";
"18 620";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:40";"30-12-2024 06:40";"Moyenne";"centre-appel@ladom.fr";"";
"18 619";"[Saint-Pierre] - Passeport Mobilité Formation Professionnelle (PMFP)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:38";"30-12-2024 06:38";"Moyenne";"centre-appel@ladom.fr";"";
"18 618";"[Saint-Denis] - Passeport Mobilité Etudes (PME)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:38";"30-12-2024 06:38";"Moyenne";"centre-appel@ladom.fr";"";
"18 617";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:36";"30-12-2024 06:36";"Moyenne";"centre-appel@ladom.fr";"";
"18 616";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:34";"30-12-2024 06:34";"Moyenne";"centre-appel@ladom.fr";"";
"18 615";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:31";"30-12-2024 06:31";"Moyenne";"centre-appel@ladom.fr";"";
"18 614";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:31";"30-12-2024 06:31";"Moyenne";"centre-appel@ladom.fr";"";
"18 613";"[Saint-Denis] - Passeport Mobilité Formation Professionnelle (PMFP)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:26";"30-12-2024 06:26";"Moyenne";"centre-appel@ladom.fr";"";
"18 612";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:25";"30-12-2024 06:25";"Moyenne";"centre-appel@ladom.fr";"";
"18 611";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:18";"30-12-2024 06:18";"Moyenne";"centre-appel@ladom.fr";"";
"18 610";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:17";"30-12-2024 06:17";"Moyenne";"centre-appel@ladom.fr";"";
"18 609";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:16";"30-12-2024 06:16";"Moyenne";"centre-appel@ladom.fr";"";
"18 608";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:15";"30-12-2024 06:15";"Moyenne";"centre-appel@ladom.fr";"";
"18 607";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:15";"30-12-2024 06:15";"Moyenne";"centre-appel@ladom.fr";"";
"18 606";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:12";"30-12-2024 06:12";"Moyenne";"centre-appel@ladom.fr";"";
"18 605";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:12";"30-12-2024 06:12";"Moyenne";"centre-appel@ladom.fr";"";
"18 604";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:10";"30-12-2024 06:10";"Moyenne";"centre-appel@ladom.fr";"";
"18 603";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:10";"30-12-2024 06:10";"Moyenne";"centre-appel@ladom.fr";"";
"18 602";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:08";"30-12-2024 06:08";"Moyenne";"centre-appel@ladom.fr";"";
"18 601";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:08";"30-12-2024 06:08";"Moyenne";"centre-appel@ladom.fr";"";
"18 600";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:08";"30-12-2024 06:08";"Moyenne";"centre-appel@ladom.fr";"";
"18 599";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:07";"30-12-2024 06:07";"Moyenne";"centre-appel@ladom.fr";"";
"18 598";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 06:03";"30-12-2024 06:03";"Moyenne";"centre-appel@ladom.fr";"";
"18 597";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 06:01";"30-12-2024 06:01";"Moyenne";"centre-appel@ladom.fr";"";
"18 567";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:59";"30-12-2024 05:59";"Moyenne";"centre-appel@ladom.fr";"";
"18 566";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:57";"30-12-2024 05:57";"Moyenne";"centre-appel@ladom.fr";"";
"18 565";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:56";"30-12-2024 05:56";"Moyenne";"centre-appel@ladom.fr";"";
"18 564";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:55";"30-12-2024 05:55";"Moyenne";"centre-appel@ladom.fr";"";
"18 563";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:54";"30-12-2024 05:54";"Moyenne";"centre-appel@ladom.fr";"";
"18 562";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT), Passeport Mobilité Etudes (PME)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:51";"30-12-2024 05:51";"Moyenne";"centre-appel@ladom.fr";"";
"18 561";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 05:50";"30-12-2024 05:50";"Moyenne";"centre-appel@ladom.fr";"";
"18 560";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:49";"30-12-2024 05:49";"Moyenne";"centre-appel@ladom.fr";"";
"18 559";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:49";"30-12-2024 05:49";"Moyenne";"centre-appel@ladom.fr";"";
"18 558";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:47";"30-12-2024 05:47";"Moyenne";"centre-appel@ladom.fr";"";
"18 557";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 05:46";"30-12-2024 05:46";"Moyenne";"centre-appel@ladom.fr";"";
"18 556";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:42";"30-12-2024 05:42";"Moyenne";"centre-appel@ladom.fr";"";
"18 555";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:42";"30-12-2024 05:42";"Moyenne";"centre-appel@ladom.fr";"";
"18 554";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:40";"30-12-2024 05:40";"Moyenne";"centre-appel@ladom.fr";"";
"18 553";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:39";"30-12-2024 05:39";"Moyenne";"centre-appel@ladom.fr";"";
"18 552";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:38";"30-12-2024 05:38";"Moyenne";"centre-appel@ladom.fr";"";
"18 551";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:37";"30-12-2024 05:37";"Moyenne";"centre-appel@ladom.fr";"";
"18 550";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:35";"30-12-2024 05:35";"Moyenne";"centre-appel@ladom.fr";"";
"18 549";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:33";"30-12-2024 05:33";"Moyenne";"centre-appel@ladom.fr";"";
"18 548";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:26";"30-12-2024 05:26";"Moyenne";"centre-appel@ladom.fr";"";
"18 547";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:25";"30-12-2024 05:25";"Moyenne";"centre-appel@ladom.fr";"";
"18 546";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"30-12-2024 05:24";"30-12-2024 05:24";"Moyenne";"centre-appel@ladom.fr";"";
"18 545";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:24";"30-12-2024 05:24";"Moyenne";"centre-appel@ladom.fr";"";
"18 544";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:23";"30-12-2024 05:23";"Moyenne";"centre-appel@ladom.fr";"";
"18 543";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"30-12-2024 05:20";"30-12-2024 05:20";"Moyenne";"centre-appel@ladom.fr";"";
